id,category,status,method,question,correctAnswer,source,quarantined,note
src-d06efbd870342042bd,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Zambia till?,Afrika,http://www.wikidata.org/entity/Q953,False,
src-23cc38ce18bf8603a8,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Centralafrikanska republiken till?,Afrika,http://www.wikidata.org/entity/Q929,False,
src-2f7d1f7901d5824321,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Myanmar till?,Asien,http://www.wikidata.org/entity/Q836,False,
src-f30608e441bf52027c,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Irak till?,Asien,http://www.wikidata.org/entity/Q796,False,
src-9f2f92272f7a4cffea,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Libyen till?,Afrika,http://www.wikidata.org/entity/Q1016,False,
src-74cb09b3a83f896efb,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Kap Verde till?,Afrika,http://www.wikidata.org/entity/Q1011,False,
src-03d6d89a87dad3657d,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Malaysia till?,Asien,http://www.wikidata.org/entity/Q833,False,
src-7ad5a8362b07c7b279,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Laos till?,Asien,http://www.wikidata.org/entity/Q819,False,
src-dd9ebd6b3ec00695ed,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Nicaragua till?,Nordamerika,http://www.wikidata.org/entity/Q811,False,
src-a044eb4f1a5e355bf0,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Marocko till?,Afrika,http://www.wikidata.org/entity/Q1028,False,
src-c13023578698500a10,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Afghanistan till?,Asien,http://www.wikidata.org/entity/Q889,False,
src-0be10fe366269de4f2,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Sydkorea till?,Asien,http://www.wikidata.org/entity/Q884,False,
src-df740338d8380f740f,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Tadzjikistan till?,Asien,http://www.wikidata.org/entity/Q863,False,
src-5c9efd1320078ae7f4,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Tunisien till?,Afrika,http://www.wikidata.org/entity/Q948,False,
src-5fb226fed5780bb343,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Guinea till?,Afrika,http://www.wikidata.org/entity/Q1006,False,
src-4a7fb06fa186f2f8a3,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Tanzania till?,Afrika,http://www.wikidata.org/entity/Q924,False,
src-a41f2116e192257d1f,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Honduras till?,Nordamerika,http://www.wikidata.org/entity/Q783,False,
src-d115832806982485ce,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Oman till?,Asien,http://www.wikidata.org/entity/Q842,False,
src-9f716fdf7bf332fb18,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Gambia till?,Afrika,http://www.wikidata.org/entity/Q1005,False,
src-ca17514d4f64616b93,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Haiti till?,Nordamerika,http://www.wikidata.org/entity/Q790,False,
src-0149b9ca0379dcb286,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Guatemala till?,Nordamerika,http://www.wikidata.org/entity/Q774,False,
src-7b1ecc3f06e8b7f015,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Turkmenistan till?,Asien,http://www.wikidata.org/entity/Q874,False,
src-e1e2e3651609065ad1,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Burundi till?,Afrika,http://www.wikidata.org/entity/Q967,False,
src-a32986d4dc9aed69cd,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Eritrea till?,Afrika,http://www.wikidata.org/entity/Q986,False,
src-c2c7f6d5f4bd9e48df,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Elfenbenskusten till?,Afrika,http://www.wikidata.org/entity/Q1008,False,
src-f11e26099370b31ea2,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Liberia till?,Afrika,http://www.wikidata.org/entity/Q1014,False,
src-dbf13835db5118d95f,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Djibouti till?,Afrika,http://www.wikidata.org/entity/Q977,False,
src-60f3578635352e9b04,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör El Salvador till?,Nordamerika,http://www.wikidata.org/entity/Q792,False,
src-7332eb89b1c0192d46,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Bangladesh till?,Asien,http://www.wikidata.org/entity/Q902,False,
src-d240aa99ad551da2fd,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Syrien till?,Asien,http://www.wikidata.org/entity/Q858,False,
src-bd90a804a36d2360ef,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Pakistan till?,Asien,http://www.wikidata.org/entity/Q843,False,
src-c7720d3b2cb0ac7479,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Jordanien till?,Asien,http://www.wikidata.org/entity/Q810,False,
src-51b15a7c3a9cbfcdf3,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Jamaica till?,Nordamerika,http://www.wikidata.org/entity/Q766,False,
src-ac3758211d478abc35,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Kuwait till?,Asien,http://www.wikidata.org/entity/Q817,False,
src-a46a113b697c98c1b7,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Saudiarabien till?,Asien,http://www.wikidata.org/entity/Q851,False,
src-9373960e5d587912be,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Nepal till?,Asien,http://www.wikidata.org/entity/Q837,False,
src-0ff49169a8e9405330,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Maldiverna till?,Asien,http://www.wikidata.org/entity/Q826,False,
src-d6f5d350d9ea4f8a4f,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Sydsudan till?,Afrika,http://www.wikidata.org/entity/Q958,False,
src-0e94a6f716d38bf0cb,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Bahamas till?,Nordamerika,http://www.wikidata.org/entity/Q778,False,
src-c3de2f6a415a669366,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Komorerna till?,Afrika,http://www.wikidata.org/entity/Q970,False,
src-0cc1708a51a94b34b1,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Kongo-Brazzaville till?,Afrika,http://www.wikidata.org/entity/Q971,False,
src-d59eacce632576c95a,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Togo till?,Afrika,http://www.wikidata.org/entity/Q945,False,
src-d92d21e616d0581915,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Vietnam till?,Asien,http://www.wikidata.org/entity/Q881,False,
src-b26bf16baa73426a8d,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Filippinerna till?,Asien,http://www.wikidata.org/entity/Q928,False,
src-c13d60bfdf82af4f7d,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Benin till?,Afrika,http://www.wikidata.org/entity/Q962,False,
src-68c51e9d592f3077ea,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Kirgizistan till?,Asien,http://www.wikidata.org/entity/Q813,False,
src-5826bac32300d7b9eb,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Mauretanien till?,Afrika,http://www.wikidata.org/entity/Q1025,False,
src-a272fedda4344a80ef,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Dominikanska republiken till?,Nordamerika,http://www.wikidata.org/entity/Q786,False,
src-5029b9f474534aec49,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Madagaskar till?,Afrika,http://www.wikidata.org/entity/Q1019,False,
src-2a560aee267df48a04,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Qatar till?,Asien,http://www.wikidata.org/entity/Q846,False,
src-4a7db4b93e5882ccec,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Emirate of Al Qawasim till?,Asien,http://www.wikidata.org/entity/Q131588685,False,
src-156562ed309cb075af,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Nordcypern till?,Europa,http://www.wikidata.org/entity/Q23681,False,
src-515f45707f0d10bab1,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Konungariket Nederländerna till?,Europa,http://www.wikidata.org/entity/Q29999,False,
src-4a7c8993f88bdeebac,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Palestina till?,Asien,http://www.wikidata.org/entity/Q219060,False,
src-ae47676a8fdfdea8c2,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Pahlavidynastin till?,Asien,http://www.wikidata.org/entity/Q107258515,False,
src-59b4ca7b3571bb594b,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Konungariket Danmark till?,Europa,http://www.wikidata.org/entity/Q756617,False,
src-2e9d6d3fb620768e8f,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Kashmir Sultanate till?,Indiska subkontinenten,http://www.wikidata.org/entity/Q123027565,False,
src-df66ee33a1dd75e399,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Muskat och Oman till?,Asien,http://www.wikidata.org/entity/Q157734,False,
src-8d3b29756c615dc564,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Kiribati till?,Oceanien,http://www.wikidata.org/entity/Q710,False,
src-a3029cfbe5fddaba5f,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Ecuador till?,Sydamerika,http://www.wikidata.org/entity/Q736,False,
src-c4428b417ac0892385,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Aruba till?,Nordamerika,http://www.wikidata.org/entity/Q21203,False,
src-712ff4116fe889d812,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Seychellerna till?,Afrika,http://www.wikidata.org/entity/Q1042,False,
src-3db0e0e7d3ae247792,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Surinam till?,Sydamerika,http://www.wikidata.org/entity/Q730,False,
src-70c5b97aacb50e4dc1,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Nigeria till?,Afrika,http://www.wikidata.org/entity/Q1033,False,
src-ab65d8ab3b1b6d1ea1,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Cooköarna till?,Oceanien,http://www.wikidata.org/entity/Q26988,False,
src-f3bf521c278ac55c21,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Rwanda till?,Afrika,http://www.wikidata.org/entity/Q1037,False,
src-11ea859285180596d2,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Niue till?,Oceanien,http://www.wikidata.org/entity/Q34020,False,
src-9684c01aaa35c2bf57,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Uganda till?,Afrika,http://www.wikidata.org/entity/Q1036,False,
src-b68a0db1aee82c8d71,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Fiji till?,Oceanien,http://www.wikidata.org/entity/Q712,False,
src-fb0028bc8c328fe6f5,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Sudan till?,Afrika,http://www.wikidata.org/entity/Q1049,False,
src-ac10e8b68eb46309ef,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Marshallöarna till?,Oceanien,http://www.wikidata.org/entity/Q709,False,
src-4c2245e9594c71d357,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Emirate of Lengeh till?,Asien,http://www.wikidata.org/entity/Q12191529,False,
src-5d29d7ee5cd53d41a9,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Somaliland till?,Afrika,http://www.wikidata.org/entity/Q34754,False,
src-ca0a189e7305f5f406,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Senegal till?,Afrika,http://www.wikidata.org/entity/Q1041,False,
src-8a7b8c1f7e7df0ee18,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Maragheh Khanate till?,Asien,http://www.wikidata.org/entity/Q140030295,False,
src-2ab84252574906a5cb,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Somalia till?,Afrika,http://www.wikidata.org/entity/Q1045,False,
src-9d6e0221693f466ca2,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Niger till?,Afrika,http://www.wikidata.org/entity/Q1032,False,
src-bdfb1c6959bb6c4b18,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Sint Maarten till?,Nordamerika,http://www.wikidata.org/entity/Q26273,False,
src-9cb64bd1c1e2809c4e,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Kosovo till?,Europa,http://www.wikidata.org/entity/Q1246,False,
src-c7a20bd2c876a71ac9,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Colombia till?,Sydamerika,http://www.wikidata.org/entity/Q739,False,
src-5675e7372b9b23ca79,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Paraguay till?,Sydamerika,http://www.wikidata.org/entity/Q733,False,
src-efbd56b9f431236129,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Swaziland till?,Afrika,http://www.wikidata.org/entity/Q1050,False,
src-49ccec6ded43726401,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Mongoliet till?,Asien,http://www.wikidata.org/entity/Q711,False,
src-4f7ff52f9b98959f30,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Venezuela till?,Sydamerika,http://www.wikidata.org/entity/Q717,False,
src-7390a0e3f009d44ae7,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör São Tomé och Príncipe till?,Afrika,http://www.wikidata.org/entity/Q1039,False,
src-071dcd918557fd4840,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Sierra Leone till?,Afrika,http://www.wikidata.org/entity/Q1044,False,
src-88f8c39590f7baf267,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Guyana till?,Sydamerika,http://www.wikidata.org/entity/Q734,False,
src-31cc7f0d99c978ae99,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Curaçao till?,Nordamerika,http://www.wikidata.org/entity/Q25279,False,
src-0e81894e3b7a4e8732,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Mikronesiska federationen till?,Oceanien,http://www.wikidata.org/entity/Q702,False,
src-22e9ce1fe7e2fd1e49,Världen,reference-verified,Wikidata-source-metadata-review,Vilken världsdel hör Nauru till?,Oceanien,http://www.wikidata.org/entity/Q697,False,
src-481f7871742bb54c91,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Vindelns kommun?,Västerbottens län,http://www.wikidata.org/entity/Q504505,False,
src-104bd8f3bb61e942a7,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Vindelns kommun?,Vindeln,http://www.wikidata.org/entity/Q504505,False,
src-d77469fedc6d20dce8,Sverige,reference-verified,Wikidata-source-metadata-review,Vindeln är centralort i vilken kommun?,Vindelns kommun,http://www.wikidata.org/entity/Q504505,False,
src-e70ae91cfc86c557e2,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Ovanåkers kommun?,Gävleborgs län,http://www.wikidata.org/entity/Q505085,False,
src-7822fa31805ff5b943,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Ovanåkers kommun?,Edsbyn,http://www.wikidata.org/entity/Q505085,False,
src-27e4dad94d764077af,Sverige,reference-verified,Wikidata-source-metadata-review,Edsbyn är centralort i vilken kommun?,Ovanåkers kommun,http://www.wikidata.org/entity/Q505085,False,
src-32330257718ad7bbf8,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Vaxholms kommun?,Stockholms län,http://www.wikidata.org/entity/Q500090,False,
src-6de681be8571df14c6,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Vaxholms kommun?,Vaxholm,http://www.wikidata.org/entity/Q500090,False,
src-4abefd58ad8c503c26,Sverige,reference-verified,Wikidata-source-metadata-review,Vaxholm är centralort i vilken kommun?,Vaxholms kommun,http://www.wikidata.org/entity/Q500090,False,
src-63bd17706c12d551fc,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Osby kommun?,Skåne län,http://www.wikidata.org/entity/Q504594,False,
src-1ac6ed58ab2f0a53f9,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Osby kommun?,Osby,http://www.wikidata.org/entity/Q504594,False,
src-cf51a74c0880fa1560,Sverige,reference-verified,Wikidata-source-metadata-review,Osby är centralort i vilken kommun?,Osby kommun,http://www.wikidata.org/entity/Q504594,False,
src-c0276b6abdb468bbd3,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Vetlanda kommun?,Jönköpings län,http://www.wikidata.org/entity/Q505052,False,
src-663819986d823894b0,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Vetlanda kommun?,Vetlanda,http://www.wikidata.org/entity/Q505052,False,
src-4883a6fb9eed530c9f,Sverige,reference-verified,Wikidata-source-metadata-review,Vetlanda är centralort i vilken kommun?,Vetlanda kommun,http://www.wikidata.org/entity/Q505052,False,
src-e1c7cbf9df50e2c2d4,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Kumla kommun?,Örebro län,http://www.wikidata.org/entity/Q504988,False,
src-900e93c208e9a26cb7,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Kumla kommun?,Kumla,http://www.wikidata.org/entity/Q504988,False,
src-dcf1484e666dc54fcb,Sverige,reference-verified,Wikidata-source-metadata-review,Kumla är centralort i vilken kommun?,Kumla kommun,http://www.wikidata.org/entity/Q504988,False,
src-e22ae64baf53731b86,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Smedjebackens kommun?,Dalarnas län,http://www.wikidata.org/entity/Q505046,False,
src-88df15074424074ecf,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Smedjebackens kommun?,Smedjebacken,http://www.wikidata.org/entity/Q505046,False,
src-1b4bb393fb46b0f7be,Sverige,reference-verified,Wikidata-source-metadata-review,Smedjebacken är centralort i vilken kommun?,Smedjebackens kommun,http://www.wikidata.org/entity/Q505046,False,
src-e9ce09610660905a45,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Färgelanda kommun?,Västra Götalands län,http://www.wikidata.org/entity/Q499441,False,
src-38afc3466872ce100e,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Färgelanda kommun?,Färgelanda,http://www.wikidata.org/entity/Q499441,False,
src-ee704c2555c2f6f84f,Sverige,reference-verified,Wikidata-source-metadata-review,Färgelanda är centralort i vilken kommun?,Färgelanda kommun,http://www.wikidata.org/entity/Q499441,False,
src-aa7ac32456dc244ece,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Alingsås kommun?,Västra Götalands län,http://www.wikidata.org/entity/Q503162,False,
src-d9576601452e90165e,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Alingsås kommun?,Alingsås,http://www.wikidata.org/entity/Q503162,False,
src-f86f2833753099d224,Sverige,reference-verified,Wikidata-source-metadata-review,Alingsås är centralort i vilken kommun?,Alingsås kommun,http://www.wikidata.org/entity/Q503162,False,
src-0847f505c089a9ab19,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Tranemo kommun?,Västra Götalands län,http://www.wikidata.org/entity/Q501479,False,
src-ba820584ee41904f4f,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Tranemo kommun?,Tranemo,http://www.wikidata.org/entity/Q501479,False,
src-1cd409c7850b5ca23f,Sverige,reference-verified,Wikidata-source-metadata-review,Tranemo är centralort i vilken kommun?,Tranemo kommun,http://www.wikidata.org/entity/Q501479,False,
src-1f10aa8b22af6267ef,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Eskilstuna kommun?,Södermanlands län,http://www.wikidata.org/entity/Q503144,False,
src-2a83ca720425e61037,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Eskilstuna kommun?,Eskilstuna,http://www.wikidata.org/entity/Q503144,False,
src-9e0198eea4f94ba9e9,Sverige,reference-verified,Wikidata-source-metadata-review,Eskilstuna är centralort i vilken kommun?,Eskilstuna kommun,http://www.wikidata.org/entity/Q503144,False,
src-e9471c9892d9bf8989,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Ockelbo kommun?,Gävleborgs län,http://www.wikidata.org/entity/Q505109,False,
src-b4e3b5ac575db86838,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Ockelbo kommun?,Ockelbo,http://www.wikidata.org/entity/Q505109,False,
src-36d75a52e940d6b317,Sverige,reference-verified,Wikidata-source-metadata-review,Ockelbo är centralort i vilken kommun?,Ockelbo kommun,http://www.wikidata.org/entity/Q505109,False,
src-179d5f5a11d844180a,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Avesta kommun?,Dalarnas län,http://www.wikidata.org/entity/Q500071,False,
src-9f288663e0d28cd01d,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Avesta kommun?,Avesta,http://www.wikidata.org/entity/Q500071,False,
src-0d7bdd128d87a227a0,Sverige,reference-verified,Wikidata-source-metadata-review,Avesta är centralort i vilken kommun?,Avesta kommun,http://www.wikidata.org/entity/Q500071,False,
src-9509d2f3fd3bec8a99,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Bräcke kommun?,Jämtlands län,http://www.wikidata.org/entity/Q504261,False,
src-f0b074579bc3b43d2a,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Bräcke kommun?,Bräcke,http://www.wikidata.org/entity/Q504261,False,
src-3009b568bf038465ab,Sverige,reference-verified,Wikidata-source-metadata-review,Bräcke är centralort i vilken kommun?,Bräcke kommun,http://www.wikidata.org/entity/Q504261,False,
src-c6b794f934c1e0ac2c,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Ludvika kommun?,Dalarnas län,http://www.wikidata.org/entity/Q503184,False,
src-f0d53bac9f2f7ae941,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Ludvika kommun?,Ludvika,http://www.wikidata.org/entity/Q503184,False,
src-925a6e27006fe854e9,Sverige,reference-verified,Wikidata-source-metadata-review,Ludvika är centralort i vilken kommun?,Ludvika kommun,http://www.wikidata.org/entity/Q503184,False,
src-55ac4d83a5ded494e1,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Tranås kommun?,Jönköpings län,http://www.wikidata.org/entity/Q505071,False,
src-0a8d8ce89fe1670640,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Tranås kommun?,Tranås,http://www.wikidata.org/entity/Q505071,False,
src-ce911c13801525ba2b,Sverige,reference-verified,Wikidata-source-metadata-review,Tranås är centralort i vilken kommun?,Tranås kommun,http://www.wikidata.org/entity/Q505071,False,
src-42c55a4594c788415c,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Habo kommun?,Jönköpings län,http://www.wikidata.org/entity/Q503198,False,
src-9c1113fb75bac07932,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Habo kommun?,Habo,http://www.wikidata.org/entity/Q503198,False,
src-7ac6c343dd955edec6,Sverige,reference-verified,Wikidata-source-metadata-review,Habo är centralort i vilken kommun?,Habo kommun,http://www.wikidata.org/entity/Q503198,False,
src-2a0454376273b3aaa1,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Ljungby kommun?,Kronobergs län,http://www.wikidata.org/entity/Q504235,False,
src-090a872f804613d50c,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Ljungby kommun?,Ljungby,http://www.wikidata.org/entity/Q504235,False,
src-3e28ece1b1356e28c8,Sverige,reference-verified,Wikidata-source-metadata-review,Ljungby är centralort i vilken kommun?,Ljungby kommun,http://www.wikidata.org/entity/Q504235,False,
src-8b0305c22cbb87da05,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Grästorps kommun?,Västra Götalands län,http://www.wikidata.org/entity/Q503148,False,
src-56cd84c1d321482577,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Grästorps kommun?,Grästorp,http://www.wikidata.org/entity/Q503148,False,
src-f0e70b3f47dc0987fd,Sverige,reference-verified,Wikidata-source-metadata-review,Grästorp är centralort i vilken kommun?,Grästorps kommun,http://www.wikidata.org/entity/Q503148,False,
src-14b29b7d5289a08c14,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Robertsfors kommun?,Västerbottens län,http://www.wikidata.org/entity/Q507670,False,
src-02c3e634504e3fae50,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Robertsfors kommun?,Robertsfors,http://www.wikidata.org/entity/Q507670,False,
src-e1c25225362ee8d1b4,Sverige,reference-verified,Wikidata-source-metadata-review,Robertsfors är centralort i vilken kommun?,Robertsfors kommun,http://www.wikidata.org/entity/Q507670,False,
src-448118468c8b35086d,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Vara kommun?,Västra Götalands län,http://www.wikidata.org/entity/Q501428,False,
src-d57afba1ec326838e6,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Vara kommun?,Vara,http://www.wikidata.org/entity/Q501428,False,
src-3e4afdb406bf18b264,Sverige,reference-verified,Wikidata-source-metadata-review,Vara är centralort i vilken kommun?,Vara kommun,http://www.wikidata.org/entity/Q501428,False,
src-542d8d8e71fddde197,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Trelleborgs kommun?,Skåne län,http://www.wikidata.org/entity/Q504219,False,
src-55563ec26a53b3b51a,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Trelleborgs kommun?,Trelleborg,http://www.wikidata.org/entity/Q504219,False,
src-e0859b774f7bc014fc,Sverige,reference-verified,Wikidata-source-metadata-review,Trelleborg är centralort i vilken kommun?,Trelleborgs kommun,http://www.wikidata.org/entity/Q504219,False,
src-ccad4603efeb000d2b,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Norrköpings kommun?,Östergötlands län,http://www.wikidata.org/entity/Q504676,False,
src-11d4e95c7bb518903b,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Norrköpings kommun?,Norrköping,http://www.wikidata.org/entity/Q504676,False,
src-8695e589b887917dc6,Sverige,reference-verified,Wikidata-source-metadata-review,Norrköping är centralort i vilken kommun?,Norrköpings kommun,http://www.wikidata.org/entity/Q504676,False,
src-d680d2b5d6fefb5ba5,Sverige,reference-verified,Wikidata-source-metadata-review,Vilket län tillhör Sollentuna kommun?,Stockholms län,http://www.wikidata.org/entity/Q503746,False,
src-45cab2a29e3d41ec26,Sverige,reference-verified,Wikidata-source-metadata-review,Vilken ort är centralort i Sollentuna kommun?,Tureberg,http://www.wikidata.org/entity/Q503746,False,
